gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,postcode,state,property_valuation,age,month,Age_class,N_transactions,online_orders,approved_orders,avg_price,avg_cost,profit,lastest_purchase_days_ago,Giant_Bicycles,Norco_Bicycles,OHM_Bicycles,Solex,Trek_Bicycles,WeareA2B,Mountain,Road,Standard,Touring,high_class,low_class,medium_class,large_size,medium_size,small_size,earliest_purchase_days_ago,profit_class,frequency,recency,fav_brand
Female,84.0,Executive Secretary,Health,Mass Customer,0.0,1.0,13.0,2066.0,NSW,9.0,43.0,1.0,2,4,1,4,902.5274999999999,335.5675,2267.84,13,0,0,1,1,0,2,0,0,3,1,0,0,4,0,4,0,227,Silver,1,5,WeareA2B
Female,14.0,Structural Engineer,Manufacturing,Mass Customer,0.0,1.0,11.0,2750.0,NSW,8.0,30.0,4.0,1,7,3,7,781.842857142857,470.71,2177.9300000000003,6,1,1,1,1,2,1,1,2,3,1,0,1,6,2,4,1,323,Silver,4,5,Trek_Bicycles
Female,84.0,Director of Sales,Financial Services,High Net Worth,0.0,0.0,12.0,2750.0,NSW,8.0,44.0,3.0,2,5,1,5,1026.048,515.2819999999999,2553.8300000000004,187,0,0,2,0,1,2,0,3,2,0,0,1,4,0,4,1,324,Gold,2,1,OHM_Bicycles
Female,65.0,Business Systems Development Analyst,IT,High Net Worth,0.0,0.0,19.0,4558.0,QLD,3.0,60.0,4.0,4,3,2,3,1013.7066666666666,662.0300000000001,1055.0300000000002,27,1,2,0,0,0,0,0,2,1,0,0,1,2,0,3,0,320,Bronze,1,4,Norco_Bicycles
Male,79.0,VP Quality Control,Manufacturing,High Net Worth,0.0,1.0,19.0,2211.0,NSW,9.0,63.0,12.0,4,5,1,5,1061.326,296.76599999999996,3822.8,167,0,1,1,1,0,2,0,0,4,1,0,0,5,1,3,1,358,Platinum,2,1,WeareA2B
Male,12.0,Social Worker,Health,High Net Worth,0.0,0.0,10.0,2570.0,NSW,8.0,44.0,7.0,2,6,4,6,795.0749999999999,410.98166666666674,2304.56,47,1,1,1,2,0,1,0,3,2,1,0,1,5,2,2,2,355,Silver,3,3,Solex
Female,20.0,Senior Financial Analyst,Financial Services,Affluent Customer,0.0,1.0,18.0,2170.0,NSW,9.0,65.0,5.0,4,2,2,2,1835.0,1089.615,1490.77,248,0,0,0,0,2,0,0,1,1,0,0,0,2,1,0,1,293,Bronze,1,1,Trek_Bicycles
Female,14.0,Software Consultant,Manufacturing,Mass Customer,0.0,1.0,1.0,4552.0,QLD,4.0,23.0,6.0,0,5,2,4,934.01,316.814,3085.9799999999996,88,1,2,1,0,0,1,0,1,4,0,1,0,4,1,4,0,277,Gold,2,2,Norco_Bicycles
Female,37.0,Biostatistician IV,Argiculture,Mass Customer,0.0,0.0,15.0,3082.0,VIC,8.0,50.0,2.0,3,7,2,7,1241.3214285714287,697.3728571428571,3807.6400000000003,70,1,1,0,2,1,2,0,1,5,1,1,2,4,0,5,2,311,Platinum,4,2,Solex
Female,56.0,Business Systems Development Analyst,Manufacturing,Mass Customer,0.0,0.0,6.0,2360.0,NSW,1.0,62.0,12.0,4,6,2,6,1049.6899999999998,495.5016666666666,3325.13,28,2,0,0,2,0,2,0,0,6,0,1,1,4,2,4,0,338,Platinum,3,4,Giant_Bicycles
Female,34.0,VP Marketing,Manufacturing,Affluent Customer,0.0,0.0,17.0,4223.0,QLD,8.0,40.0,1.0,2,7,1,7,1131.0614285714285,412.8657142857143,5027.369999999999,14,0,1,2,1,1,2,0,2,5,0,1,2,4,0,7,0,361,Diamond,4,5,OHM_Bicycles
Male,93.0,Help Desk Operator,Entertainment,High Net Worth,0.0,0.0,7.0,3183.0,VIC,7.0,62.0,7.0,4,10,4,10,1108.054,742.837,3652.17,59,5,2,1,2,0,0,0,0,10,0,3,0,7,1,7,2,337,Platinum,5,3,Giant_Bicycles
Female,26.0,Sales Representative,Retail,Mass Customer,0.0,1.0,2.0,2330.0,NSW,3.0,22.0,3.0,0,6,4,6,1203.8216666666667,545.13,3952.1500000000005,56,2,0,0,2,1,1,0,0,5,1,0,0,6,3,3,0,321,Platinum,3,3,Giant_Bicycles
Male,78.0,Business Systems Development Analyst,Manufacturing,Affluent Customer,0.0,0.0,1.0,2031.0,NSW,11.0,19.0,1.0,0,4,1,4,1366.25,768.54,2390.84,133,0,0,1,2,0,1,0,1,2,1,1,1,2,2,1,1,323,Silver,1,1,Solex
Male,43.0,Senior Quality Engineer,Manufacturing,Mass Customer,0.0,0.0,9.0,4370.0,QLD,2.0,64.0,11.0,4,5,2,5,1011.7239999999999,693.76,1589.8199999999997,141,0,2,0,1,1,1,0,0,5,0,0,1,4,1,2,2,339,Silver,2,1,Norco_Bicycles
Male,77.0,Research Nurse,Health,High Net Worth,0.0,0.0,9.0,3150.0,VIC,11.0,43.0,1.0,2,7,6,6,1290.945714285714,644.49,4525.19,74,2,0,1,2,2,0,0,2,4,1,3,1,3,1,5,1,360,Diamond,4,2,Giant_Bicycles
Female,60.0,Sales Representative,Retail,Mass Customer,0.0,1.0,20.0,2549.0,NSW,3.0,67.0,11.0,4,7,3,7,1560.7471428571428,505.23285714285714,7388.6,25,3,0,1,1,0,2,0,0,7,0,0,0,7,3,4,0,352,Diamond,4,4,Giant_Bicycles
Female,10.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,0.0,0.0,8.0,3040.0,VIC,8.0,48.0,6.0,2,8,5,8,1077.05875,414.19624999999996,5302.9,59,0,2,0,3,2,1,0,2,5,1,1,1,6,2,6,0,324,Diamond,5,3,Solex
Male,77.0,Assistant Media Planner,Entertainment,Mass Customer,0.0,1.0,2.0,2065.0,NSW,11.0,24.0,12.0,0,4,1,4,1169.6375,540.7175,2515.6800000000003,109,0,0,1,1,0,2,0,1,3,0,0,1,3,0,3,1,270,Gold,1,1,WeareA2B
Female,0.0,Structural Engineer,Health,High Net Worth,0.0,1.0,14.0,2065.0,NSW,10.0,43.0,5.0,2,8,2,8,1126.18125,706.7925,3355.1099999999997,51,1,0,1,5,1,0,0,3,5,0,1,1,6,1,5,2,354,Platinum,5,3,Solex
Female,7.0,Community Outreach Specialist,IT,High Net Worth,0.0,1.0,21.0,2340.0,NSW,3.0,42.0,7.0,2,8,3,7,1078.94625,622.41375,3652.26,18,2,1,2,0,3,0,1,1,6,0,3,1,4,1,6,1,353,Platinum,5,4,Trek_Bicycles
Female,46.0,Paralegal,Financial Services,High Net Worth,0.0,1.0,11.0,4209.0,QLD,7.0,47.0,4.0,2,6,3,6,1249.085,311.5566666666667,5625.17,65,0,3,1,0,0,2,0,0,6,0,0,0,6,0,6,0,273,Diamond,3,2,Norco_Bicycles
Male,8.0,Research Nurse,Health,Affluent Customer,0.0,1.0,18.0,4173.0,QLD,7.0,65.0,3.0,4,1,0,1,1289.85,74.51,1215.34,138,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,138,Bronze,1,1,Solex
Male,83.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,0.0,1.0,10.0,2065.0,NSW,10.0,31.0,2.0,1,8,4,8,1154.6325,515.86125,5110.17,21,1,2,1,0,1,3,0,2,5,1,0,2,6,1,5,2,362,Diamond,5,4,WeareA2B
Male,94.0,Statistician II,Property,Affluent Customer,0.0,0.0,15.0,3204.0,VIC,2.0,57.0,3.0,3,9,4,8,1137.4255555555555,720.2966666666666,3754.1600000000003,15,1,2,1,3,1,1,1,1,7,0,2,1,6,2,6,1,314,Platinum,5,4,Solex
Male,93.0,Business Systems Development Analyst,Financial Services,Mass Customer,0.0,1.0,19.0,2210.0,NSW,10.0,25.0,12.0,0,2,0,2,972.73,458.785,1027.8899999999999,297,1,0,0,1,0,0,0,0,1,1,0,0,2,1,1,0,319,Bronze,1,1,Giant_Bicycles
Male,5.0,GIS Technical Architect,Telecommunications,Mass Customer,0.0,0.0,1.0,2068.0,NSW,12.0,21.0,12.0,0,4,0,4,1417.275,235.33749999999998,4727.750000000001,102,0,0,1,0,1,2,0,1,3,0,0,0,4,1,3,0,331,Diamond,1,2,WeareA2B
Male,75.0,Internal Auditor,IT,Mass Customer,0.0,0.0,18.0,2085.0,NSW,10.0,63.0,12.0,4,3,2,3,1124.8633333333335,416.6266666666667,2124.71,50,0,1,0,1,0,1,0,1,2,0,0,0,3,1,2,0,124,Silver,1,3,Norco_Bicycles
Male,24.0,Systems Administrator III,Manufacturing,Affluent Customer,0.0,1.0,17.0,3064.0,VIC,7.0,44.0,8.0,2,6,3,6,932.6266666666667,425.02666666666664,3045.5999999999995,48,1,0,1,0,3,1,1,2,3,0,0,1,5,1,4,1,171,Gold,3,3,Trek_Bicycles
Male,25.0,Internal Auditor,Property,High Net Worth,0.0,1.0,13.0,3074.0,VIC,4.0,31.0,8.0,1,8,4,8,1597.16125,635.6125000000001,7692.39,51,1,0,0,3,2,2,0,1,7,0,0,1,7,1,6,1,355,Diamond,5,3,Solex
Female,26.0,GIS Technical Architect,Manufacturing,Affluent Customer,0.0,0.0,10.0,3806.0,VIC,8.0,46.0,7.0,2,5,3,5,1082.426,558.1800000000001,2621.23,99,1,0,1,2,0,1,0,0,5,0,1,0,4,0,5,0,288,Gold,2,2,Solex
Female,46.0,Business Systems Development Analyst,Telecommunications,Mass Customer,0.0,0.0,10.0,2259.0,NSW,6.0,43.0,12.0,2,8,3,8,971.6312499999999,661.4825000000001,2481.1899999999996,11,1,1,1,2,1,2,0,3,5,0,0,1,7,0,6,2,334,Gold,5,5,Solex
Female,74.0,Analyst Programmer,IT,Mass Customer,0.0,0.0,11.0,2260.0,NSW,8.0,47.0,3.0,2,3,2,3,970.2400000000001,386.65333333333336,1750.76,62,0,0,0,2,1,0,0,1,2,0,0,1,2,1,2,0,356,Silver,1,2,Solex
Male,2.0,Business Systems Development Analyst,Financial Services,Mass Customer,0.0,0.0,1.0,4074.0,QLD,6.0,19.0,10.0,0,7,2,7,816.3828571428572,417.9185714285714,2789.25,13,0,3,1,3,0,0,0,1,6,0,2,1,4,2,5,0,327,Gold,4,5,Norco_Bicycles
Female,21.0,Business Systems Development Analyst,Argiculture,High Net Worth,0.0,1.0,10.0,4215.0,QLD,7.0,49.0,3.0,2,6,2,6,1130.2316666666666,601.7083333333334,3171.14,205,3,0,1,1,0,1,0,0,6,0,1,1,4,0,4,2,306,Gold,3,1,Giant_Bicycles
Female,32.0,Staff Scientist,Manufacturing,Mass Customer,0.0,1.0,8.0,2160.0,NSW,6.0,54.0,2.0,3,7,3,7,1021.0157142857144,477.09285714285716,3807.4599999999996,45,3,1,0,1,1,1,0,1,6,0,1,0,6,1,6,0,362,Platinum,4,3,Giant_Bicycles
Male,91.0,Executive Secretary,Financial Services,Mass Customer,0.0,0.0,5.0,3008.0,VIC,5.0,36.0,11.0,1,11,6,11,1326.6563636363635,591.9418181818181,8081.860000000001,24,2,2,1,3,1,2,0,3,7,1,3,0,8,4,6,1,324,Diamond,5,4,Solex
Female,73.0,Tax Accountant,IT,Affluent Customer,0.0,1.0,4.0,2217.0,NSW,9.0,42.0,7.0,2,8,5,8,1335.3887499999998,664.9762499999999,5363.299999999999,52,3,1,0,1,2,1,0,1,5,2,0,0,8,2,6,0,315,Diamond,5,3,Giant_Bicycles
Female,98.0,Help Desk Technician,Argiculture,Mass Customer,0.0,1.0,1.0,2213.0,NSW,10.0,19.0,11.0,0,5,2,5,1255.0080000000003,716.8620000000001,2690.73,0,1,0,1,2,0,1,0,1,4,0,2,1,2,0,4,1,205,Gold,2,5,Solex
Female,34.0,Software Engineer III,IT,High Net Worth,0.0,0.0,3.0,2748.0,NSW,10.0,25.0,4.0,0,4,2,4,1106.095,502.825,2413.08,188,1,0,0,1,1,1,0,1,3,0,2,0,2,1,3,0,356,Silver,1,1,Giant_Bicycles
Female,74.0,VP Product Management,Manufacturing,High Net Worth,0.0,1.0,6.0,2567.0,NSW,7.0,46.0,9.0,2,6,2,6,1040.1583333333335,491.425,3292.4000000000005,133,1,0,1,2,2,0,0,1,5,0,2,1,3,2,4,0,324,Gold,3,1,Solex
Female,5.0,Structural Analysis Engineer,Entertainment,Mass Customer,0.0,1.0,18.0,2096.0,NSW,10.0,46.0,4.0,2,4,1,3,1342.3874999999998,547.8125,3178.3,82,0,2,0,0,1,1,1,1,2,0,0,1,3,1,2,1,160,Gold,1,2,Norco_Bicycles
U,37.0,Quality Control Specialist,IT,High Net Worth,0.0,0.0,4.5,3192.0,VIC,10.0,26.5,6.0,0,6,2,6,987.5866666666666,560.8583333333333,2560.37,66,0,2,0,2,0,2,1,0,4,1,1,1,4,2,2,2,341,Gold,3,2,Norco_Bicycles
Female,22.0,Account Coordinator,Property,Mass Customer,0.0,1.0,5.0,3015.0,VIC,8.0,61.0,8.0,4,5,3,5,774.486,462.168,1561.59,24,3,0,0,2,0,0,0,1,4,0,0,0,5,1,3,1,258,Bronze,2,4,Giant_Bicycles
U,81.0,Assistant Professor,IT,High Net Worth,0.0,0.0,11.5,2170.0,NSW,10.0,43.0,8.5,2,8,4,8,777.52625,491.02,2292.05,41,0,3,1,1,1,2,0,2,4,2,1,1,6,0,7,1,312,Silver,5,3,Norco_Bicycles
U,58.0,Research Nurse,Health,Affluent Customer,0.0,1.0,12.5,4221.0,QLD,10.0,42.0,9.5,2,7,2,7,1380.402857142857,703.4385714285714,4738.75,49,2,1,1,2,0,1,0,2,5,0,1,1,5,1,4,2,297,Diamond,4,3,Giant_Bicycles
Male,97.0,Civil Engineer,Manufacturing,Mass Customer,0.0,1.0,5.0,2233.0,NSW,10.0,29.0,11.0,0,3,3,3,1358.7233333333334,825.09,1600.9,67,2,0,1,0,0,0,0,0,1,2,1,1,1,1,2,0,123,Silver,1,2,Giant_Bicycles
Male,47.0,Automation Specialist I,Manufacturing,Affluent Customer,0.0,1.0,17.0,2145.0,NSW,7.0,45.0,11.0,2,5,2,5,1252.328,815.708,2183.0999999999995,88,0,0,2,1,1,1,0,2,3,0,0,0,5,2,1,2,361,Silver,2,2,OHM_Bicycles
Female,70.0,Recruiting Manager,Financial Services,High Net Worth,0.0,1.0,17.0,2759.0,NSW,9.0,40.0,12.0,2,5,3,5,1310.7040000000002,574.6360000000001,3680.3399999999992,115,0,0,1,2,1,1,0,1,4,0,1,0,4,1,4,0,296,Platinum,2,1,Solex
Male,57.0,Account Representative IV,Manufacturing,Affluent Customer,0.0,1.0,18.0,3121.0,VIC,8.0,51.0,4.0,3,5,4,5,723.126,473.67800000000005,1247.2400000000002,26,2,0,1,1,1,0,0,1,4,0,3,0,2,1,4,0,345,Bronze,2,4,Giant_Bicycles
Female,88.0,Civil Engineer,Manufacturing,Mass Customer,0.0,1.0,13.0,4870.0,QLD,5.0,34.0,8.0,1,5,4,5,1289.8259999999998,809.3459999999999,2402.4,38,0,2,0,2,1,0,0,3,2,0,1,0,4,2,1,2,224,Silver,2,3,Norco_Bicycles
Female,0.0,Electrical Engineer,Manufacturing,Affluent Customer,0.0,1.0,16.0,3337.0,VIC,2.0,35.0,1.0,1,3,2,3,1199.32,578.65,1862.0100000000002,76,1,0,0,0,2,0,1,1,1,0,1,1,1,1,2,0,356,Silver,1,2,Trek_Bicycles
Female,19.0,Social Worker,Health,Mass Customer,0.0,1.0,14.0,2118.0,NSW,10.0,41.0,10.0,2,8,5,8,1295.8575,580.5599999999998,5722.38,20,2,2,0,0,2,2,0,2,5,1,1,1,6,3,5,0,232,Diamond,5,4,Giant_Bicycles
Female,32.0,Business Systems Development Analyst,Manufacturing,Affluent Customer,0.0,1.0,5.0,2259.0,NSW,6.0,61.0,1.0,4,6,4,6,1305.1316666666667,705.0883333333333,3600.2600000000007,142,2,1,1,0,1,1,0,1,5,0,2,0,4,3,3,0,363,Platinum,3,1,Giant_Bicycles
Female,9.0,Senior Cost Accountant,Financial Services,Mass Customer,0.0,1.0,20.0,2760.0,NSW,7.0,59.0,3.0,3,7,3,6,1097.0671428571427,549.9671428571429,3829.7,59,2,0,1,3,0,1,0,0,6,1,0,2,5,4,2,1,292,Platinum,4,3,Solex
Female,32.0,Business Systems Development Analyst,Manufacturing,Mass Customer,0.0,1.0,10.0,3150.0,VIC,11.0,63.0,3.0,4,6,5,6,1381.6433333333332,1031.145,2102.9900000000002,9,4,0,0,0,2,0,0,4,2,0,0,1,5,0,3,3,349,Silver,3,5,Giant_Bicycles
Female,54.0,Developer III,Financial Services,Affluent Customer,0.0,1.0,14.0,2770.0,NSW,5.0,45.0,3.0,2,6,3,6,794.485,213.02,3488.7900000000004,4,0,0,0,2,2,2,0,1,5,0,1,2,3,0,6,0,311,Platinum,3,5,Solex
Male,84.0,Business Systems Development Analyst,Manufacturing,Affluent Customer,0.0,1.0,2.0,2763.0,NSW,9.0,30.0,1.0,1,7,3,7,942.5028571428572,540.5514285714286,2813.6600000000003,40,1,0,3,1,1,1,0,4,3,0,1,2,4,1,5,1,272,Gold,4,3,OHM_Bicycles
Male,51.0,Human Resources Assistant I,Property,Affluent Customer,0.0,0.0,15.0,2050.0,NSW,9.0,67.0,1.0,4,6,2,6,1177.5650000000003,535.8450000000001,3850.3199999999997,169,1,0,2,0,1,2,0,1,4,1,1,1,4,3,3,0,363,Platinum,3,1,OHM_Bicycles
Female,11.0,Software Test Engineer I,Property,High Net Worth,0.0,1.0,8.0,3058.0,VIC,9.0,47.0,1.0,2,6,5,6,1210.8099999999997,533.545,4063.59,94,0,1,0,2,1,2,0,0,6,0,0,1,5,1,4,1,347,Platinum,3,2,Solex
Male,91.0,Actuary,Financial Services,High Net Worth,0.0,1.0,3.0,2074.0,NSW,12.0,24.0,5.0,0,10,6,10,756.6659999999999,338.945,4177.21,101,2,2,3,1,1,1,0,3,7,0,3,0,7,1,9,0,328,Platinum,5,2,OHM_Bicycles
Male,22.0,Internal Auditor,Retail,Mass Customer,0.0,0.0,1.0,2120.0,NSW,11.0,19.0,12.0,0,7,0,7,1022.64,752.5585714285714,1890.57,9,0,2,3,1,1,0,0,3,3,1,1,1,5,0,5,2,340,Silver,4,5,OHM_Bicycles
Female,82.0,GIS Technical Architect,Financial Services,Affluent Customer,0.0,0.0,14.0,3812.0,VIC,8.0,65.0,1.0,4,6,1,6,1040.6033333333332,387.58500000000004,3918.11,48,2,0,2,2,0,0,0,1,5,0,0,0,6,1,5,0,353,Platinum,3,3,Giant_Bicycles
Female,38.0,Internal Auditor,Financial Services,Mass Customer,0.0,1.0,8.0,2147.0,NSW,9.0,30.0,11.0,1,5,4,5,1197.9320000000002,535.9739999999999,3309.79,49,0,1,1,1,1,1,0,0,4,1,2,1,2,1,3,1,346,Platinum,2,3,Norco_Bicycles
Male,2.0,Junior Executive,Health,Mass Customer,0.0,1.0,20.0,3111.0,VIC,9.0,44.0,3.0,2,9,5,9,1337.068888888889,407.6622222222223,8364.66,115,1,1,1,5,0,1,0,2,6,1,1,0,8,2,7,0,345,Diamond,5,1,Solex
Female,86.0,Geologist IV,Entertainment,Affluent Customer,0.0,0.0,18.0,2567.0,NSW,9.0,38.0,1.0,1,2,1,2,1053.9099999999999,293.545,1520.73,97,0,1,0,1,0,0,0,1,1,0,0,0,2,1,1,0,98,Bronze,1,2,Norco_Bicycles
Male,0.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,0.0,0.0,1.0,3012.0,VIC,10.0,24.0,11.0,0,7,3,7,733.0357142857141,317.71000000000004,2907.28,24,0,1,2,1,2,1,0,0,7,0,1,1,5,0,7,0,337,Gold,4,4,OHM_Bicycles
Male,65.0,Computer Systems Analyst IV,Manufacturing,Mass Customer,0.0,0.0,14.0,4217.0,QLD,8.0,31.0,4.0,1,4,0,4,1104.2250000000001,765.8225,1353.61,9,0,1,0,1,0,2,0,2,2,0,1,0,3,1,1,2,237,Bronze,1,5,WeareA2B
Female,32.0,Media Manager II,Financial Services,High Net Worth,0.0,1.0,13.0,2197.0,NSW,9.0,60.0,11.0,4,5,5,5,1179.886,504.87399999999997,3375.0600000000004,35,1,0,1,0,1,2,1,0,3,1,0,1,4,1,4,0,265,Platinum,2,3,WeareA2B
Female,65.0,Chief Design Engineer,Manufacturing,Affluent Customer,0.0,1.0,5.0,2142.0,NSW,8.0,60.0,1.0,4,9,6,9,986.77,617.8577777777779,3320.21,3,2,1,1,2,2,1,0,3,6,0,2,3,4,0,6,3,358,Platinum,5,5,Giant_Bicycles
Female,11.0,Business Systems Development Analyst,IT,Mass Customer,0.0,1.0,4.0,2340.0,NSW,4.0,26.0,8.0,0,9,5,9,975.6933333333333,605.1155555555556,3335.2000000000003,76,2,2,1,3,0,1,0,6,3,0,1,1,7,3,5,1,314,Platinum,5,2,Solex
U,67.0,Registered Nurse,Health,Mass Customer,0.0,1.0,18.0,2320.0,NSW,6.0,36.5,7.0,1,2,0,2,1589.655,1267.645,644.0199999999999,17,1,0,0,0,1,0,0,0,2,0,0,0,2,0,1,1,247,Bronze,1,4,Giant_Bicycles
Female,68.0,Programmer IV,Argiculture,Mass Customer,0.0,0.0,8.0,2155.0,NSW,9.0,30.0,4.0,1,2,2,2,1078.22,269.615,1617.21,14,0,1,1,0,0,0,0,0,2,0,0,2,0,0,2,0,62,Silver,1,5,Norco_Bicycles
Male,33.0,Business Systems Development Analyst,Health,Mass Customer,0.0,0.0,20.0,2046.0,NSW,9.0,58.0,12.0,3,10,6,10,1187.0130000000001,598.2929999999999,5887.200000000001,75,1,1,1,4,1,2,0,1,7,2,2,1,7,3,5,2,338,Diamond,5,2,Solex
Male,35.0,Sales Representative,Retail,Affluent Customer,0.0,0.0,9.0,3162.0,VIC,9.0,47.0,5.0,2,7,1,7,1196.015714285714,866.3328571428573,2307.78,40,1,1,0,3,2,0,0,3,4,0,0,1,6,1,3,3,349,Silver,4,3,Solex
Male,64.0,Programmer IV,Manufacturing,Mass Customer,0.0,0.0,22.0,2037.0,NSW,9.0,46.0,4.0,2,5,3,4,1138.8700000000001,797.914,1704.7799999999997,19,2,1,0,1,1,0,0,3,2,0,1,1,3,2,1,2,349,Silver,2,4,Giant_Bicycles
Female,23.0,Statistician III,Manufacturing,High Net Worth,0.0,0.0,20.0,2428.0,NSW,3.0,46.0,11.0,2,6,5,6,943.7183333333334,491.1716666666666,2715.28,14,1,1,2,1,0,1,0,4,2,0,0,0,6,0,6,0,272,Gold,3,5,OHM_Bicycles
Female,0.0,Technical Writer,Manufacturing,Affluent Customer,0.0,1.0,15.0,3141.0,VIC,7.0,65.0,12.0,4,5,3,5,1464.716,481.5619999999999,4915.77,91,2,0,1,1,0,1,0,0,5,0,0,0,5,2,3,0,318,Diamond,2,2,Giant_Bicycles
Female,70.0,Food Chemist,Health,Mass Customer,0.0,0.0,10.0,3178.0,VIC,9.0,41.0,9.0,2,2,1,2,937.575,593.8199999999999,687.5100000000001,139,0,0,1,1,0,0,0,1,1,0,1,0,1,0,2,0,351,Bronze,1,1,OHM_Bicycles
Female,24.0,Help Desk Operator,Property,Mass Customer,0.0,1.0,10.0,3564.0,VIC,2.0,40.0,7.0,2,7,3,6,694.1571428571427,526.7142857142858,1172.1000000000001,27,1,2,0,0,3,1,2,2,3,0,0,3,4,0,6,1,317,Bronze,4,4,Trek_Bicycles
Female,18.0,Senior Editor,Retail,Mass Customer,0.0,1.0,4.0,3550.0,VIC,4.0,49.0,5.0,2,5,1,5,1090.1380000000001,675.402,2073.68,124,2,0,0,2,1,0,0,2,3,0,0,0,5,1,4,0,360,Silver,2,1,Giant_Bicycles
Female,44.0,Environmental Tech,Argiculture,Mass Customer,0.0,0.0,6.0,3070.0,VIC,11.0,28.0,6.0,0,9,3,9,1098.5277777777778,588.1933333333333,4593.01,53,1,1,1,3,0,3,0,3,4,2,2,2,5,3,4,2,307,Diamond,5,3,Solex
Male,45.0,Speech Pathologist,Property,Affluent Customer,0.0,1.0,19.0,3775.0,VIC,10.0,45.0,2.0,2,7,3,7,877.2385714285714,486.4228571428571,2735.71,68,2,2,0,1,0,2,0,5,2,0,2,2,3,2,3,2,291,Gold,4,2,Giant_Bicycles
Male,54.0,Environmental Tech,Financial Services,Mass Customer,0.0,0.0,21.0,3004.0,VIC,9.0,44.0,4.0,2,4,3,4,1312.0375000000001,635.0625,2707.8999999999996,89,2,0,0,1,1,0,0,0,4,0,1,0,3,0,4,0,345,Gold,1,2,Giant_Bicycles
Female,83.0,Electrical Engineer,Manufacturing,Mass Customer,0.0,1.0,5.0,4226.0,QLD,10.0,60.0,9.0,4,3,0,3,202.59333333333333,151.9466666666667,151.93999999999997,75,0,1,0,1,0,1,0,0,3,0,0,0,3,0,2,1,213,Bronze,1,2,Norco_Bicycles
Male,33.0,Design Engineer,Manufacturing,Mass Customer,0.0,0.0,9.0,2026.0,NSW,10.0,45.0,6.0,2,3,1,2,841.5099999999999,543.18,894.9899999999998,133,0,0,2,1,0,0,0,0,3,0,0,0,3,1,2,0,303,Bronze,1,1,OHM_Bicycles
Male,91.0,VP Accounting,Financial Services,Mass Customer,0.0,1.0,6.0,3185.0,VIC,9.0,62.0,2.0,4,6,3,6,1020.0233333333332,338.85,4087.0400000000004,128,0,0,1,4,1,0,0,2,4,0,2,1,3,3,3,0,361,Platinum,3,1,Solex
Female,25.0,Engineer II,Financial Services,Affluent Customer,0.0,1.0,11.0,2015.0,NSW,9.0,45.0,1.0,2,4,2,4,903.0475000000001,575.355,1310.77,45,0,0,1,2,1,0,0,1,3,0,1,1,2,0,3,1,345,Bronze,1,3,Solex
Female,96.0,Business Systems Development Analyst,Property,Mass Customer,0.0,1.0,11.0,3012.0,VIC,9.0,47.0,1.0,2,4,2,4,693.0375000000001,427.6675,1061.48,59,0,1,2,1,0,0,1,0,3,0,1,1,2,0,3,1,314,Bronze,1,3,OHM_Bicycles
Female,58.0,VP Sales,Manufacturing,High Net Worth,0.0,1.0,10.0,2447.0,NSW,3.0,42.0,4.0,2,7,4,7,1404.9928571428572,693.22,4982.41,7,2,2,0,1,0,2,0,0,5,2,1,0,6,1,3,3,346,Diamond,4,5,Giant_Bicycles
Male,39.0,Budget/Accounting Analyst III,Financial Services,Affluent Customer,0.0,0.0,19.0,3143.0,VIC,7.0,60.0,3.0,4,11,7,11,814.5845454545455,446.9863636363636,4043.5800000000004,55,4,1,0,4,2,0,0,2,8,1,1,0,10,3,7,1,358,Platinum,5,3,Giant_Bicycles
Male,19.0,Recruiting Manager,Retail,Affluent Customer,0.0,1.0,10.0,3910.0,VIC,7.0,28.0,4.0,0,8,4,8,1172.74,675.51375,3977.81,24,2,4,0,0,2,0,0,1,7,0,0,2,6,3,4,1,344,Platinum,5,4,Norco_Bicycles
Female,94.0,Environmental Specialist,Manufacturing,High Net Worth,0.0,0.0,19.0,3621.0,VIC,8.0,43.0,6.0,2,3,2,3,825.4,404.0233333333333,1264.13,182,1,0,0,1,1,0,0,1,2,0,1,0,2,0,3,0,250,Bronze,1,1,Giant_Bicycles
Female,39.0,Teacher,Manufacturing,Mass Customer,0.0,0.0,18.0,4702.0,QLD,3.0,50.0,12.0,3,4,2,4,893.0075,265.805,2508.8100000000004,166,1,0,1,0,0,2,0,1,3,0,0,0,4,0,4,0,336,Gold,1,1,WeareA2B
Male,87.0,Dental Hygienist,Health,Affluent Customer,0.0,1.0,10.0,2133.0,NSW,10.0,31.0,7.0,1,3,2,3,881.1933333333333,454.31333333333333,1280.6399999999996,83,1,0,1,0,0,1,0,1,2,0,1,0,2,1,2,0,169,Bronze,1,2,Giant_Bicycles
Male,93.0,Environmental Tech,Manufacturing,High Net Worth,0.0,1.0,7.0,3075.0,VIC,7.0,25.0,4.0,0,8,4,8,893.2087499999999,553.86375,2714.7599999999998,136,2,1,1,1,1,2,1,3,4,0,0,4,4,0,5,3,324,Gold,5,1,Giant_Bicycles
